member_id,email,status,signup_date,last_activity,open_rate,click_rate,emails_received,emails_opened,emails_clicked,source
MEMBER_0137,member137@example.com,unsubscribed,2025-05-27 16:50:49.744905,2025-10-22 16:50:49.744907,0.25011596571314665,0.014306370381668728,12,5,0,Mock Email Data
MEMBER_0138,member138@example.com,subscribed,2025-08-24 16:50:49.744923,2025-10-10 16:50:49.744926,0.6064781164519557,0.3221311324446467,5,6,6,Mock Email Data
MEMBER_0139,member139@example.com,subscribed,2025-05-26 16:50:49.744941,2025-11-22 16:50:49.744944,0.3793621460210707,0.11094555227929488,8,5,0,Mock Email Data
MEMBER_0140,member140@example.com,subscribed,2025-02-22 16:50:49.744959,2025-10-30 16:50:49.744962,0.20396506722221008,0.09863299248205634,5,4,2,Mock Email Data
MEMBER_0141,member141@example.com,cleaned,2025-07-13 16:50:49.744977,2025-09-22 16:50:49.744980,0.5536509152565963,0.2677419275607194,12,6,2,Mock Email Data
MEMBER_0142,member142@example.com,subscribed,2025-11-02 16:50:49.744995,2025-10-12 16:50:49.744998,0.8367838326614163,0.07184934439087907,10,4,0,Mock Email Data
MEMBER_0143,member143@example.com,unsubscribed,2025-03-16 16:50:49.745013,2025-10-03 16:50:49.745016,0.5542469296192369,0.2580845163620029,11,6,1,Mock Email Data
MEMBER_0144,member144@example.com,subscribed,2025-10-27 16:50:49.745031,2025-09-27 16:50:49.745034,0.6127226843315207,0.2981442730422509,11,6,1,Mock Email Data
MEMBER_0145,member145@example.com,subscribed,2025-01-29 16:50:49.745049,2025-11-19 16:50:49.745052,0.26149312908368827,0.18712002234810654,11,6,4,Mock Email Data
MEMBER_0146,member146@example.com,subscribed,2025-07-09 16:50:49.745067,2025-11-12 16:50:49.745070,0.18637373827447024,0.07397611329736208,8,6,0,Mock Email Data
MEMBER_0147,member147@example.com,unsubscribed,2025-10-15 16:50:49.745086,2025-11-13 16:50:49.745088,0.2334177591032578,0.166482986719407,12,3,1,Mock Email Data
MEMBER_0148,member148@example.com,subscribed,2025-05-25 16:50:49.745104,2025-11-28 16:50:49.745106,0.4954076158065099,0.2506767157677975,12,5,6,Mock Email Data
MEMBER_0149,member149@example.com,subscribed,2025-09-03 16:50:49.745122,2025-09-21 16:50:49.745125,0.18380414376303436,0.1828780850622723,12,4,2,Mock Email Data
MEMBER_0150,member150@example.com,subscribed,2025-08-10 16:50:49.745141,2025-12-05 16:50:49.745143,0.778331734858085,0.5962908507240459,14,3,2,Mock Email Data
MEMBER_0151,member151@example.com,subscribed,2025-06-11 16:50:49.745159,2025-11-26 16:50:49.745162,0.6240269877503144,0.22343915007332668,11,6,1,Mock Email Data
MEMBER_0152,member152@example.com,subscribed,2025-05-28 16:50:49.745177,2025-11-25 16:50:49.745180,0.6911500039447376,0.5053144861663207,10,5,1,Mock Email Data
MEMBER_0153,member153@example.com,subscribed,2025-03-05 16:50:49.745195,2025-11-27 16:50:49.745198,0.48404472308720414,0.14258290516227398,11,10,1,Mock Email Data
MEMBER_0154,member154@example.com,subscribed,2025-10-10 16:50:49.745213,2025-12-01 16:50:49.745216,0.1640484556466279,0.2235128969330653,11,5,1,Mock Email Data
MEMBER_0155,member155@example.com,subscribed,2025-09-06 16:50:49.745231,2025-10-29 16:50:49.745234,0.4947043088769372,0.044477456586966065,11,7,1,Mock Email Data
MEMBER_0156,member156@example.com,subscribed,2025-03-10 16:50:49.745249,2025-12-04 16:50:49.745252,0.4591396643883278,0.2470805688365274,13,7,3,Mock Email Data
MEMBER_0157,member157@example.com,subscribed,2025-03-01 16:50:49.745267,2025-09-28 16:50:49.745270,0.5104968792205082,0.09268982002192898,9,5,1,Mock Email Data
MEMBER_0158,member158@example.com,subscribed,2025-01-19 16:50:49.745285,2025-11-08 16:50:49.745288,0.318864854812621,0.01570459213753638,13,5,2,Mock Email Data
MEMBER_0159,member159@example.com,subscribed,2025-04-14 16:50:49.745303,2025-09-16 16:50:49.745306,0.3453550806055897,0.15186967089028428,9,9,3,Mock Email Data
MEMBER_0160,member160@example.com,subscribed,2025-09-06 16:50:49.745322,2025-11-03 16:50:49.745325,0.651221672528648,0.026665684473003014,7,4,2,Mock Email Data
MEMBER_0161,member161@example.com,subscribed,2025-10-24 16:50:49.745340,2025-11-13 16:50:49.745343,0.7937872789577679,0.24520619813258399,13,4,3,Mock Email Data
MEMBER_0162,member162@example.com,subscribed,2025-02-08 16:50:49.745358,2025-10-08 16:50:49.745361,0.5181668080585833,0.09583240071774325,10,5,0,Mock Email Data
MEMBER_0163,member163@example.com,subscribed,2025-01-13 16:50:49.745377,2025-10-11 16:50:49.745380,0.30365833402096226,0.2858168634372223,12,4,3,Mock Email Data
