customer_id,first_name,last_name,email,phone,lifecycle_stage,customer_status,total_revenue,region,signup_date,last_purchase_date,total_orders,average_order_value,source
CUST_0055,John,Garcia,john.garcia@hotmail.com,+1-361-293-8382,Lead,Active,19.64,Europe,2024-12-23 16:50:40.209477,2025-10-19 16:50:40.209480,8,2.46,Mock Data
CUST_0056,Maria,Garcia,maria.garcia@yahoo.com,+1-424-785-9014,Lead,Active,4.9,Asia Pacific,2023-12-22 16:50:40.209543,2025-12-02 16:50:40.209546,8,0.54,Mock Data
CUST_0057,John,Brown,john.brown@yahoo.com,+1-663-297-7978,Marketing Qualified Lead,Active,805.57,Latin America,2025-10-07 16:50:40.209606,2025-06-26 16:50:40.209609,6,89.51,Mock Data
CUST_0058,David,Brown,david.brown@yahoo.com,+1-954-758-9683,Lead,Active,11.82,Middle East & Africa,2024-12-13 16:50:40.209672,2025-09-12 16:50:40.209676,4,5.91,Mock Data
CUST_0059,Michael,Smith,michael.smith@yahoo.com,+1-537-910-9449,Marketing Qualified Lead,Active,29.47,Middle East & Africa,2024-05-21 16:50:40.209745,2025-11-24 16:50:40.209748,5,9.82,Mock Data
CUST_0060,Maria,Smith,maria.smith@gmail.com,+1-890-969-7561,Lead,Inactive,23.11,Latin America,2024-06-03 16:50:40.209817,2025-11-22 16:50:40.209820,7,2.57,Mock Data
CUST_0061,Michael,Jones,michael.jones@outlook.com,+1-556-482-1903,Customer,Prospect,2683.36,Middle East & Africa,2025-09-27 16:50:40.209877,2025-07-31 16:50:40.209880,5,447.23,Mock Data
CUST_0062,Emma,Garcia,emma.garcia@hotmail.com,+1-938-323-7777,Evangelist,Inactive,1337.48,Europe,2025-05-05 16:50:40.209940,2025-11-03 16:50:40.209943,8,1337.48,Mock Data
CUST_0063,Chris,Smith,chris.smith@company.com,+1-998-173-8303,Marketing Qualified Lead,Active,1267.4,Asia Pacific,2024-11-27 16:50:40.210001,2025-09-02 16:50:40.210004,6,140.82,Mock Data
CUST_0064,Lisa,Martinez,lisa.martinez@hotmail.com,+1-277-263-6151,Sales Qualified Lead,Active,579.82,Latin America,2024-03-17 16:50:40.210062,2025-10-13 16:50:40.210065,12,82.83,Mock Data
CUST_0065,David,Jones,david.jones@outlook.com,+1-496-523-6957,Evangelist,Inactive,2561.1,North America,2024-06-18 16:50:40.210123,2025-08-16 16:50:40.210126,6,640.28,Mock Data
CUST_0066,David,Brown,david.brown@gmail.com,+1-413-725-7428,Lead,Active,70.92,Europe,2024-01-05 16:50:40.210187,2025-06-17 16:50:40.210191,4,17.73,Mock Data
CUST_0067,Jane,Williams,jane.williams@company.com,+1-798-808-1845,Lead,Active,495.19,Asia Pacific,2024-12-01 16:50:40.210248,2025-08-19 16:50:40.210251,8,123.8,Mock Data
CUST_0068,Michael,Miller,michael.miller@hotmail.com,+1-412-131-9117,Lead,Active,668.17,Latin America,2025-04-24 16:50:40.210310,2025-10-25 16:50:40.210313,8,334.09,Mock Data
CUST_0069,John,Garcia,john.garcia@yahoo.com,+1-665-904-6241,Customer,Active,530.13,Europe,2024-11-02 16:50:40.210393,2025-08-12 16:50:40.210396,4,106.03,Mock Data
CUST_0070,Emma,Brown,emma.brown@outlook.com,+1-415-732-1270,Lead,Inactive,27.83,Europe,2024-07-23 16:50:40.210453,2025-07-15 16:50:40.210456,5,4.64,Mock Data
CUST_0071,Lisa,Davis,lisa.davis@hotmail.com,+1-799-800-1481,Sales Qualified Lead,Active,426.09,Europe,2025-01-14 16:50:40.210513,2025-11-15 16:50:40.210516,5,85.22,Mock Data
CUST_0072,Lisa,Jones,lisa.jones@hotmail.com,+1-484-356-3848,Customer,Churned,59.92,Europe,2025-10-15 16:50:40.210572,2025-10-01 16:50:40.210575,10,11.98,Mock Data
CUST_0073,Jane,Smith,jane.smith@gmail.com,+1-478-281-5368,Customer,Active,195.21,Latin America,2024-09-01 16:50:40.210632,2025-10-18 16:50:40.210634,7,39.04,Mock Data
CUST_0074,Sarah,Smith,sarah.smith@yahoo.com,+1-410-749-4507,Lead,Active,7.35,Latin America,2023-12-18 16:50:40.210693,2025-08-26 16:50:40.210696,5,1.05,Mock Data
CUST_0075,Chris,Williams,chris.williams@company.com,+1-503-190-9688,Customer,Active,337.43,Asia Pacific,2025-08-01 16:50:40.210754,2025-11-11 16:50:40.210757,6,48.2,Mock Data
CUST_0076,Chris,Williams,chris.williams@hotmail.com,+1-280-238-7169,Customer,Active,309.22,Asia Pacific,2025-02-24 16:50:40.210813,2025-10-18 16:50:40.210816,3,44.17,Mock Data
CUST_0077,Sarah,Johnson,sarah.johnson@hotmail.com,+1-374-400-9164,Marketing Qualified Lead,Prospect,0.43,Middle East & Africa,2024-06-07 16:50:40.210874,2025-10-28 16:50:40.210876,4,0.11,Mock Data
CUST_0078,Lisa,Johnson,lisa.johnson@gmail.com,+1-267-976-8778,Evangelist,Prospect,4268.96,Asia Pacific,2025-10-26 16:50:40.210935,2025-10-19 16:50:40.210937,2,533.62,Mock Data
CUST_0079,John,Miller,john.miller@hotmail.com,+1-936-460-8822,Marketing Qualified Lead,Inactive,33.63,Middle East & Africa,2024-12-06 16:50:40.210995,2025-07-17 16:50:40.210997,4,4.8,Mock Data
CUST_0080,Chris,Johnson,chris.johnson@outlook.com,+1-788-934-4258,Lead,Active,84.62,North America,2024-08-30 16:50:40.211055,2025-07-10 16:50:40.211058,6,16.92,Mock Data
CUST_0081,Robert,Davis,robert.davis@gmail.com,+1-889-150-8710,Sales Qualified Lead,Active,5.56,Asia Pacific,2024-04-14 16:50:40.211115,2025-11-01 16:50:40.211118,4,0.93,Mock Data
CUST_0082,Sarah,Brown,sarah.brown@yahoo.com,+1-837-477-3412,Evangelist,Inactive,1760.63,Latin America,2025-08-11 16:50:40.211174,2025-07-27 16:50:40.211177,5,220.08,Mock Data
CUST_0083,Michael,Miller,michael.miller@company.com,+1-874-470-9957,Marketing Qualified Lead,Active,29.08,Latin America,2023-12-19 16:50:40.211234,2025-06-20 16:50:40.211238,8,2.91,Mock Data
CUST_0084,Jane,Miller,jane.miller@hotmail.com,+1-488-782-9697,Marketing Qualified Lead,Inactive,292.22,North America,2024-10-25 16:50:40.211295,2025-11-15 16:50:40.211298,3,58.44,Mock Data
CUST_0085,Robert,Brown,robert.brown@hotmail.com,+1-758-585-9768,Lead,Active,217.97,Asia Pacific,2025-02-02 16:50:40.211356,2025-07-20 16:50:40.211359,6,54.49,Mock Data
CUST_0086,John,Smith,john.smith@hotmail.com,+1-304-774-8937,Lead,Active,154.67,North America,2024-04-11 16:50:40.211415,2025-07-26 16:50:40.211427,7,30.93,Mock Data
CUST_0087,Emma,Davis,emma.davis@hotmail.com,+1-972-971-1609,Sales Qualified Lead,Active,522.7,North America,2024-10-03 16:50:40.211495,2025-07-09 16:50:40.211498,4,74.67,Mock Data
CUST_0088,Maria,Williams,maria.williams@company.com,+1-842-494-2123,Sales Qualified Lead,Active,210.64,Middle East & Africa,2024-01-11 16:50:40.211557,2025-10-01 16:50:40.211560,10,35.11,Mock Data
CUST_0089,David,Garcia,david.garcia@gmail.com,+1-896-426-6477,Marketing Qualified Lead,Active,19.37,Latin America,2024-02-16 16:50:40.211619,2025-08-03 16:50:40.211622,4,3.23,Mock Data
CUST_0090,Jane,Miller,jane.miller@company.com,+1-648-892-5509,Customer,Active,108.27,North America,2025-07-16 16:50:40.211683,2025-09-05 16:50:40.211686,5,15.47,Mock Data
CUST_0091,Sarah,Smith,sarah.smith@hotmail.com,+1-486-949-5014,Customer,Prospect,765.07,Latin America,2024-07-03 16:50:40.211744,2025-06-18 16:50:40.211747,7,109.3,Mock Data
CUST_0092,David,Garcia,david.garcia@gmail.com,+1-847-390-2716,Customer,Active,121.9,Latin America,2025-07-13 16:50:40.211805,2025-10-01 16:50:40.211808,6,24.38,Mock Data
CUST_0093,Robert,Davis,robert.davis@gmail.com,+1-563-306-4844,Customer,Active,2975.65,Middle East & Africa,2024-05-16 16:50:40.211866,2025-07-19 16:50:40.211871,9,297.56,Mock Data
CUST_0094,David,Brown,david.brown@gmail.com,+1-260-648-1166,Sales Qualified Lead,Active,28.26,North America,2025-07-13 16:50:40.211932,2025-08-10 16:50:40.211935,4,4.04,Mock Data
CUST_0095,Robert,Williams,robert.williams@hotmail.com,+1-746-955-5849,Sales Qualified Lead,Inactive,101.37,North America,2024-04-25 16:50:40.211993,2025-10-30 16:50:40.211995,11,16.9,Mock Data
CUST_0096,Lisa,Miller,lisa.miller@gmail.com,+1-615-188-3854,Customer,Active,490.89,Middle East & Africa,2024-12-10 16:50:40.212053,2025-08-10 16:50:40.212056,6,490.89,Mock Data
CUST_0097,Sarah,Jones,sarah.jones@company.com,+1-232-928-4572,Evangelist,Active,1855.85,Latin America,2025-05-13 16:50:40.212112,2025-06-28 16:50:40.212115,7,618.62,Mock Data
CUST_0098,David,Smith,david.smith@yahoo.com,+1-209-175-5781,Marketing Qualified Lead,Active,2.94,Asia Pacific,2023-12-17 16:50:40.212172,2025-07-19 16:50:40.212175,7,1.47,Mock Data
CUST_0099,Chris,Johnson,chris.johnson@company.com,+1-755-126-1774,Sales Qualified Lead,Inactive,405.95,Latin America,2024-10-15 16:50:40.212232,2025-09-15 16:50:40.212234,5,50.74,Mock Data
CUST_0100,John,Martinez,john.martinez@yahoo.com,+1-917-922-1994,Customer,Active,211.03,Latin America,2025-10-23 16:50:40.212293,2025-09-05 16:50:40.212296,5,26.38,Mock Data
CUST_0101,Lisa,Johnson,lisa.johnson@gmail.com,+1-837-937-9545,Customer,Active,61.56,Europe,2025-04-04 16:50:40.212355,2025-11-21 16:50:40.212358,6,10.26,Mock Data
CUST_0102,Michael,Johnson,michael.johnson@gmail.com,+1-383-439-6573,Marketing Qualified Lead,Active,25.62,Asia Pacific,2024-04-26 16:50:40.212416,2025-06-14 16:50:40.212419,7,3.66,Mock Data
CUST_0103,Emma,Martinez,emma.martinez@company.com,+1-447-924-3246,Lead,Active,5.24,Asia Pacific,2024-02-20 16:50:40.212476,2025-08-27 16:50:40.212479,10,0.87,Mock Data
CUST_0104,David,Davis,david.davis@outlook.com,+1-635-689-9348,Lead,Active,711.99,Asia Pacific,2025-09-27 16:50:40.212536,2025-11-11 16:50:40.212539,6,711.99,Mock Data
CUST_0105,Jane,Smith,jane.smith@yahoo.com,+1-977-993-4105,Marketing Qualified Lead,Inactive,14.22,Middle East & Africa,2024-05-05 16:50:40.212597,2025-10-12 16:50:40.212600,4,2.37,Mock Data
CUST_0106,Emma,Jones,emma.jones@gmail.com,+1-676-109-1829,Marketing Qualified Lead,Churned,1339.52,Latin America,2024-05-04 16:50:40.212656,2025-08-05 16:50:40.212659,4,148.84,Mock Data
CUST_0107,Jane,Johnson,jane.johnson@company.com,+1-694-103-7897,Lead,Active,28.72,Latin America,2025-01-27 16:50:40.212716,2025-10-11 16:50:40.212719,10,4.79,Mock Data
CUST_0108,Chris,Johnson,chris.johnson@gmail.com,+1-822-983-3291,Customer,Active,245.44,Latin America,2025-05-05 16:50:40.212776,2025-09-07 16:50:40.212778,6,27.27,Mock Data
CUST_0109,Jane,Smith,jane.smith@hotmail.com,+1-719-533-2194,Customer,Active,262.25,Latin America,2025-07-12 16:50:40.212835,2025-08-04 16:50:40.212838,8,52.45,Mock Data
CUST_0110,Sarah,Martinez,sarah.martinez@company.com,+1-883-562-2699,Sales Qualified Lead,Active,133.34,Middle East & Africa,2024-08-08 16:50:40.212901,2025-07-02 16:50:40.212904,10,19.05,Mock Data
CUST_0111,John,Brown,john.brown@yahoo.com,+1-992-720-2428,Sales Qualified Lead,Active,62.1,Middle East & Africa,2025-09-21 16:50:40.212960,2025-07-06 16:50:40.212963,7,15.52,Mock Data
CUST_0112,Jane,Jones,jane.jones@hotmail.com,+1-349-502-3178,Sales Qualified Lead,Inactive,893.83,Middle East & Africa,2024-09-22 16:50:40.213020,2025-09-29 16:50:40.213023,5,223.46,Mock Data
CUST_0113,Emma,Miller,emma.miller@outlook.com,+1-720-826-6626,Marketing Qualified Lead,Active,10.61,Latin America,2024-08-14 16:50:40.213080,2025-07-16 16:50:40.213083,9,3.54,Mock Data
CUST_0114,Maria,Brown,maria.brown@yahoo.com,+1-677-262-4095,Evangelist,Prospect,964.6,Europe,2024-12-05 16:50:40.213140,2025-12-08 16:50:40.213143,6,137.8,Mock Data
CUST_0115,John,Martinez,john.martinez@hotmail.com,+1-553-791-4429,Lead,Prospect,6.06,Middle East & Africa,2024-12-28 16:50:40.213200,2025-11-15 16:50:40.213203,14,0.55,Mock Data
CUST_0116,Sarah,Johnson,sarah.johnson@hotmail.com,+1-969-137-9714,Marketing Qualified Lead,Inactive,228.47,Middle East & Africa,2025-04-28 16:50:40.213260,2025-07-17 16:50:40.213263,6,45.69,Mock Data
CUST_0117,Chris,Davis,chris.davis@outlook.com,+1-351-448-7476,Lead,Active,5.26,Europe,2025-10-16 16:50:40.213330,2025-07-30 16:50:40.213333,7,0.88,Mock Data
CUST_0118,Jane,Miller,jane.miller@yahoo.com,+1-748-466-7913,Lead,Churned,9.92,Middle East & Africa,2025-01-15 16:50:40.213392,2025-10-17 16:50:40.213395,9,1.98,Mock Data
CUST_0119,Jane,Williams,jane.williams@outlook.com,+1-797-515-9733,Lead,Active,643.36,North America,2025-04-23 16:50:40.213465,2025-09-01 16:50:40.213469,5,80.42,Mock Data
CUST_0120,Robert,Brown,robert.brown@hotmail.com,+1-641-321-4481,Lead,Active,349.87,Asia Pacific,2025-10-18 16:50:40.213531,2025-10-22 16:50:40.213534,11,116.62,Mock Data
CUST_0121,Robert,Williams,robert.williams@hotmail.com,+1-445-836-7072,Lead,Active,35.04,Europe,2024-12-17 16:50:40.213592,2025-10-07 16:50:40.213595,5,5.01,Mock Data
CUST_0122,Michael,Rodriguez,michael.rodriguez@hotmail.com,+1-374-161-1182,Marketing Qualified Lead,Active,95.85,Middle East & Africa,2024-06-18 16:50:40.213656,2025-11-11 16:50:40.213659,6,23.96,Mock Data
CUST_0123,Maria,Johnson,maria.johnson@yahoo.com,+1-919-376-2931,Sales Qualified Lead,Active,3.24,Europe,2024-02-15 16:50:40.213716,2025-07-23 16:50:40.213719,3,0.41,Mock Data
CUST_0124,Lisa,Miller,lisa.miller@outlook.com,+1-236-590-8198,Evangelist,Active,3204.54,Middle East & Africa,2025-11-02 16:50:40.213777,2025-11-10 16:50:40.213780,9,801.13,Mock Data
CUST_0125,Michael,Martinez,michael.martinez@gmail.com,+1-842-382-5302,Customer,Active,2253.78,Middle East & Africa,2025-03-09 16:50:40.213838,2025-11-07 16:50:40.213841,7,375.63,Mock Data
CUST_0126,Sarah,Jones,sarah.jones@company.com,+1-255-951-7337,Sales Qualified Lead,Active,44.15,Asia Pacific,2024-08-26 16:50:40.213898,2025-08-01 16:50:40.213901,6,6.31,Mock Data
CUST_0127,Jane,Jones,jane.jones@company.com,+1-757-176-4392,Customer,Active,8.32,Latin America,2025-06-12 16:50:40.213959,2025-08-27 16:50:40.213961,8,4.16,Mock Data
CUST_0128,Sarah,Davis,sarah.davis@yahoo.com,+1-991-295-9711,Lead,Active,1549.45,North America,2025-09-26 16:50:40.214020,2025-10-29 16:50:40.214023,9,221.35,Mock Data
CUST_0129,Michael,Jones,michael.jones@yahoo.com,+1-802-558-1735,Lead,Active,0.96,North America,2024-01-15 16:50:40.214082,2025-12-03 16:50:40.214085,2,0.16,Mock Data
CUST_0130,Sarah,Jones,sarah.jones@yahoo.com,+1-748-490-3913,Customer,Active,156.2,Middle East & Africa,2025-05-06 16:50:40.214145,2025-07-02 16:50:40.214148,4,15.62,Mock Data
CUST_0131,Robert,Williams,robert.williams@gmail.com,+1-848-465-4754,Customer,Active,1015.98,Middle East & Africa,2025-02-06 16:50:40.214207,2025-08-12 16:50:40.214211,5,92.36,Mock Data
CUST_0132,Sarah,Davis,sarah.davis@outlook.com,+1-482-332-5901,Sales Qualified Lead,Inactive,0.95,Middle East & Africa,2024-02-12 16:50:40.214271,2025-07-18 16:50:40.214274,6,0.32,Mock Data
CUST_0133,Chris,Johnson,chris.johnson@hotmail.com,+1-828-647-9752,Customer,Inactive,94.1,Latin America,2024-01-10 16:50:40.214381,2025-09-15 16:50:40.214385,5,18.82,Mock Data
CUST_0134,David,Garcia,david.garcia@gmail.com,+1-604-738-4303,Lead,Active,1.42,Asia Pacific,2024-11-02 16:50:40.214449,2025-11-16 16:50:40.214452,8,0.47,Mock Data
CUST_0135,Lisa,Martinez,lisa.martinez@gmail.com,+1-760-369-8946,Lead,Active,369.99,Europe,2024-11-11 16:50:40.214511,2025-09-19 16:50:40.214514,3,185.0,Mock Data
