customer_id,email,name,total_charges,charge_count,average_charge,currency,first_charge_date,last_charge_date,source
PAY_CUST_0026,customer26@example.com,Customer 26,472.47,4,87.09,USD,2025-04-01 16:50:49.715415,2025-12-06 16:50:49.715417,Mock Payment Data
PAY_CUST_0027,customer27@example.com,Customer 27,343.78,3,49.33,USD,2025-06-08 16:50:49.715424,2025-11-21 16:50:49.715428,Mock Payment Data
PAY_CUST_0028,customer28@example.com,Customer 28,213.35,5,136.75,USD,2025-04-21 16:50:49.715434,2025-12-08 16:50:49.715437,Mock Payment Data
PAY_CUST_0029,customer29@example.com,Customer 29,923.07,1,66.22,USD,2025-07-01 16:50:49.715443,2025-11-24 16:50:49.715446,Mock Payment Data
PAY_CUST_0030,customer30@example.com,Customer 30,124.52,5,151.55,USD,2025-10-18 16:50:49.715452,2025-11-12 16:50:49.715455,Mock Payment Data
PAY_CUST_0031,customer31@example.com,Customer 31,16.35,3,18.06,USD,2025-08-27 16:50:49.715461,2025-12-01 16:50:49.715464,Mock Payment Data
PAY_CUST_0032,customer32@example.com,Customer 32,1233.08,8,46.19,USD,2025-06-14 16:50:49.715471,2025-12-09 16:50:49.715473,Mock Payment Data
PAY_CUST_0033,customer33@example.com,Customer 33,37.64,2,36.83,USD,2025-05-12 16:50:49.715489,2025-11-13 16:50:49.715492,Mock Payment Data
PAY_CUST_0034,customer34@example.com,Customer 34,312.44,3,328.58,USD,2025-07-28 16:50:49.715498,2025-11-19 16:50:49.715501,Mock Payment Data
PAY_CUST_0035,customer35@example.com,Customer 35,316.96,4,45.03,USD,2025-01-28 16:50:49.715507,2025-11-16 16:50:49.715511,Mock Payment Data
PAY_CUST_0036,customer36@example.com,Customer 36,226.52,5,23.82,USD,2025-05-07 16:50:49.715517,2025-12-09 16:50:49.715520,Mock Payment Data
PAY_CUST_0037,customer37@example.com,Customer 37,700.36,3,71.35,USD,2025-04-19 16:50:49.715526,2025-11-11 16:50:49.715530,Mock Payment Data
PAY_CUST_0038,customer38@example.com,Customer 38,1508.24,5,25.39,USD,2025-05-21 16:50:49.715536,2025-11-27 16:50:49.715538,Mock Payment Data
PAY_CUST_0039,customer39@example.com,Customer 39,69.17,2,18.55,USD,2025-02-07 16:50:49.715544,2025-11-24 16:50:49.715547,Mock Payment Data
PAY_CUST_0040,customer40@example.com,Customer 40,674.1,3,47.1,USD,2025-06-15 16:50:49.715553,2025-12-08 16:50:49.715556,Mock Payment Data
PAY_CUST_0041,customer41@example.com,Customer 41,944.35,2,67.49,USD,2025-06-11 16:50:49.715562,2025-11-21 16:50:49.715565,Mock Payment Data
PAY_CUST_0042,customer42@example.com,Customer 42,3297.36,1,71.88,USD,2025-08-07 16:50:49.715571,2025-11-27 16:50:49.715574,Mock Payment Data
PAY_CUST_0043,customer43@example.com,Customer 43,414.24,3,28.08,USD,2025-04-07 16:50:49.715580,2025-11-10 16:50:49.715583,Mock Payment Data
PAY_CUST_0044,customer44@example.com,Customer 44,119.34,5,35.59,USD,2025-07-30 16:50:49.715589,2025-11-20 16:50:49.715591,Mock Payment Data
PAY_CUST_0045,customer45@example.com,Customer 45,547.17,3,11.77,USD,2025-10-04 16:50:49.715597,2025-12-06 16:50:49.715600,Mock Payment Data
PAY_CUST_0046,customer46@example.com,Customer 46,59.58,3,16.19,USD,2025-03-26 16:50:49.715606,2025-12-09 16:50:49.715609,Mock Payment Data
PAY_CUST_0047,customer47@example.com,Customer 47,548.73,4,13.81,USD,2025-08-27 16:50:49.715615,2025-11-27 16:50:49.715617,Mock Payment Data
PAY_CUST_0048,customer48@example.com,Customer 48,143.38,3,39.23,USD,2024-12-20 16:50:49.715623,2025-11-26 16:50:49.715626,Mock Payment Data
PAY_CUST_0049,customer49@example.com,Customer 49,523.27,6,71.91,USD,2025-02-01 16:50:49.715632,2025-12-01 16:50:49.715634,Mock Payment Data
PAY_CUST_0050,customer50@example.com,Customer 50,79.71,3,60.98,USD,2024-12-13 16:50:49.715640,2025-12-07 16:50:49.715643,Mock Payment Data
PAY_CUST_0051,customer51@example.com,Customer 51,163.59,5,107.1,USD,2025-03-02 16:50:49.715650,2025-12-08 16:50:49.715652,Mock Payment Data
PAY_CUST_0052,customer52@example.com,Customer 52,67.41,7,295.0,USD,2025-10-05 16:50:49.715659,2025-11-11 16:50:49.715661,Mock Payment Data
PAY_CUST_0053,customer53@example.com,Customer 53,78.86,8,88.05,USD,2025-03-18 16:50:49.715667,2025-12-07 16:50:49.715670,Mock Payment Data
PAY_CUST_0054,customer54@example.com,Customer 54,12.39,2,253.22,USD,2025-08-27 16:50:49.715676,2025-12-08 16:50:49.715679,Mock Payment Data
PAY_CUST_0055,customer55@example.com,Customer 55,1048.34,4,55.11,USD,2025-04-30 16:50:49.715685,2025-11-24 16:50:49.715688,Mock Payment Data
PAY_CUST_0056,customer56@example.com,Customer 56,14.96,3,18.18,USD,2025-05-25 16:50:49.715694,2025-12-05 16:50:49.715696,Mock Payment Data
PAY_CUST_0057,customer57@example.com,Customer 57,256.54,3,19.8,USD,2025-11-09 16:50:49.715702,2025-11-21 16:50:49.715705,Mock Payment Data
PAY_CUST_0058,customer58@example.com,Customer 58,137.67,5,140.95,USD,2025-02-20 16:50:49.715711,2025-11-18 16:50:49.715714,Mock Payment Data
PAY_CUST_0059,customer59@example.com,Customer 59,68.76,5,10.24,USD,2025-06-06 16:50:49.715720,2025-11-27 16:50:49.715723,Mock Payment Data
PAY_CUST_0060,customer60@example.com,Customer 60,603.66,4,57.21,USD,2025-07-16 16:50:49.715729,2025-11-22 16:50:49.715732,Mock Payment Data
PAY_CUST_0061,customer61@example.com,Customer 61,343.68,1,20.22,USD,2025-02-06 16:50:49.715738,2025-11-22 16:50:49.715740,Mock Payment Data
PAY_CUST_0062,customer62@example.com,Customer 62,75.47,3,58.54,USD,2025-06-10 16:50:49.715746,2025-11-26 16:50:49.715749,Mock Payment Data
PAY_CUST_0063,customer63@example.com,Customer 63,257.02,5,31.98,USD,2025-07-04 16:50:49.715755,2025-12-08 16:50:49.715758,Mock Payment Data
PAY_CUST_0064,customer64@example.com,Customer 64,846.68,2,100.11,USD,2025-02-09 16:50:49.715764,2025-12-04 16:50:49.715766,Mock Payment Data
PAY_CUST_0065,customer65@example.com,Customer 65,229.56,2,58.84,USD,2025-04-09 16:50:49.715772,2025-11-11 16:50:49.715775,Mock Payment Data
PAY_CUST_0066,customer66@example.com,Customer 66,154.46,8,16.09,USD,2025-05-16 16:50:49.715783,2025-11-18 16:50:49.715786,Mock Payment Data
PAY_CUST_0067,customer67@example.com,Customer 67,38.2,5,73.19,USD,2025-02-12 16:50:49.715792,2025-11-13 16:50:49.715794,Mock Payment Data
PAY_CUST_0068,customer68@example.com,Customer 68,29.67,3,234.32,USD,2025-09-16 16:50:49.715800,2025-12-02 16:50:49.715803,Mock Payment Data
PAY_CUST_0069,customer69@example.com,Customer 69,132.23,5,10.24,USD,2025-02-01 16:50:49.715809,2025-11-23 16:50:49.715812,Mock Payment Data
PAY_CUST_0070,customer70@example.com,Customer 70,246.6,4,153.32,USD,2025-02-12 16:50:49.715818,2025-11-15 16:50:49.715820,Mock Payment Data
PAY_CUST_0071,customer71@example.com,Customer 71,165.09,4,50.48,USD,2025-10-31 16:50:49.715826,2025-11-21 16:50:49.715829,Mock Payment Data
PAY_CUST_0072,customer72@example.com,Customer 72,1033.66,4,214.24,USD,2025-02-03 16:50:49.715835,2025-12-05 16:50:49.715838,Mock Payment Data
PAY_CUST_0073,customer73@example.com,Customer 73,72.37,6,35.82,USD,2025-08-20 16:50:49.715845,2025-11-24 16:50:49.715847,Mock Payment Data
PAY_CUST_0074,customer74@example.com,Customer 74,21.38,6,23.15,USD,2025-05-03 16:50:49.715854,2025-11-30 16:50:49.715857,Mock Payment Data
PAY_CUST_0075,customer75@example.com,Customer 75,68.95,4,11.69,USD,2025-09-07 16:50:49.715863,2025-11-27 16:50:49.715865,Mock Payment Data
PAY_CUST_0076,customer76@example.com,Customer 76,38.71,5,13.45,USD,2025-07-20 16:50:49.715872,2025-12-05 16:50:49.715874,Mock Payment Data
PAY_CUST_0077,customer77@example.com,Customer 77,159.15,3,48.29,USD,2025-05-03 16:50:49.715881,2025-11-27 16:50:49.715884,Mock Payment Data
PAY_CUST_0078,customer78@example.com,Customer 78,1185.63,3,60.99,USD,2025-03-16 16:50:49.715892,2025-11-10 16:50:49.715895,Mock Payment Data
PAY_CUST_0079,customer79@example.com,Customer 79,285.51,3,10.07,USD,2025-01-08 16:50:49.715901,2025-12-08 16:50:49.715904,Mock Payment Data
PAY_CUST_0080,customer80@example.com,Customer 80,39.81,4,56.24,USD,2025-01-25 16:50:49.715910,2025-11-20 16:50:49.715913,Mock Payment Data
PAY_CUST_0081,customer81@example.com,Customer 81,1138.41,4,7.79,USD,2025-08-31 16:50:49.715919,2025-12-06 16:50:49.715922,Mock Payment Data
PAY_CUST_0082,customer82@example.com,Customer 82,145.35,5,62.59,USD,2025-01-04 16:50:49.715928,2025-11-17 16:50:49.715931,Mock Payment Data
PAY_CUST_0083,customer83@example.com,Customer 83,5829.12,4,31.73,USD,2025-09-20 16:50:49.715937,2025-12-05 16:50:49.715940,Mock Payment Data
PAY_CUST_0084,customer84@example.com,Customer 84,454.61,4,76.02,USD,2025-04-16 16:50:49.715946,2025-11-12 16:50:49.715949,Mock Payment Data
PAY_CUST_0085,customer85@example.com,Customer 85,93.85,6,145.78,USD,2025-05-19 16:50:49.715955,2025-11-30 16:50:49.715958,Mock Payment Data
PAY_CUST_0086,customer86@example.com,Customer 86,76.11,5,25.3,USD,2025-04-09 16:50:49.715964,2025-12-09 16:50:49.715966,Mock Payment Data
PAY_CUST_0087,customer87@example.com,Customer 87,290.11,2,153.72,USD,2025-01-09 16:50:49.715979,2025-11-30 16:50:49.715983,Mock Payment Data
PAY_CUST_0088,customer88@example.com,Customer 88,516.37,5,56.29,USD,2025-09-29 16:50:49.715990,2025-11-10 16:50:49.715993,Mock Payment Data
PAY_CUST_0089,customer89@example.com,Customer 89,8.97,4,34.29,USD,2025-08-31 16:50:49.715999,2025-11-22 16:50:49.716002,Mock Payment Data
PAY_CUST_0090,customer90@example.com,Customer 90,82.2,3,47.43,USD,2025-01-11 16:50:49.716008,2025-11-19 16:50:49.716010,Mock Payment Data
PAY_CUST_0091,customer91@example.com,Customer 91,329.91,4,508.83,USD,2025-04-17 16:50:49.716016,2025-11-22 16:50:49.716019,Mock Payment Data
PAY_CUST_0092,customer92@example.com,Customer 92,350.52,4,45.47,USD,2025-08-25 16:50:49.716025,2025-11-20 16:50:49.716027,Mock Payment Data
PAY_CUST_0093,customer93@example.com,Customer 93,77.5,5,46.12,USD,2024-12-14 16:50:49.716034,2025-11-12 16:50:49.716036,Mock Payment Data
PAY_CUST_0094,customer94@example.com,Customer 94,1025.07,6,13.61,USD,2025-08-26 16:50:49.716043,2025-12-02 16:50:49.716045,Mock Payment Data
PAY_CUST_0095,customer95@example.com,Customer 95,214.82,4,82.51,USD,2025-11-05 16:50:49.716051,2025-12-07 16:50:49.716054,Mock Payment Data
PAY_CUST_0096,customer96@example.com,Customer 96,17.12,5,301.04,USD,2025-10-24 16:50:49.716060,2025-11-24 16:50:49.716063,Mock Payment Data
PAY_CUST_0097,customer97@example.com,Customer 97,30.47,3,35.16,USD,2025-10-08 16:50:49.716069,2025-11-21 16:50:49.716071,Mock Payment Data
PAY_CUST_0098,customer98@example.com,Customer 98,137.15,1,8.0,USD,2025-02-12 16:50:49.716078,2025-12-02 16:50:49.716080,Mock Payment Data
PAY_CUST_0099,customer99@example.com,Customer 99,221.57,8,26.52,USD,2025-04-26 16:50:49.716086,2025-11-19 16:50:49.716089,Mock Payment Data
PAY_CUST_0100,customer100@example.com,Customer 100,703.55,6,31.71,USD,2025-08-11 16:50:49.716095,2025-12-08 16:50:49.716098,Mock Payment Data
PAY_CUST_0101,customer101@example.com,Customer 101,131.97,4,425.51,USD,2025-07-11 16:50:49.716104,2025-11-19 16:50:49.716107,Mock Payment Data
PAY_CUST_0102,customer102@example.com,Customer 102,276.88,3,10.86,USD,2025-09-24 16:50:49.716113,2025-11-18 16:50:49.716116,Mock Payment Data
PAY_CUST_0103,customer103@example.com,Customer 103,775.85,5,20.48,USD,2025-06-28 16:50:49.716122,2025-11-22 16:50:49.716124,Mock Payment Data
PAY_CUST_0104,customer104@example.com,Customer 104,81.63,5,41.49,USD,2025-08-31 16:50:49.716130,2025-12-01 16:50:49.716133,Mock Payment Data
PAY_CUST_0105,customer105@example.com,Customer 105,62.63,3,89.63,USD,2025-06-14 16:50:49.716139,2025-11-27 16:50:49.716141,Mock Payment Data
PAY_CUST_0106,customer106@example.com,Customer 106,33.57,8,23.84,USD,2025-07-24 16:50:49.716148,2025-12-02 16:50:49.716150,Mock Payment Data
PAY_CUST_0107,customer107@example.com,Customer 107,3.92,5,11.43,USD,2025-05-11 16:50:49.716156,2025-11-15 16:50:49.716159,Mock Payment Data
PAY_CUST_0108,customer108@example.com,Customer 108,134.42,3,19.48,USD,2025-08-09 16:50:49.716165,2025-12-04 16:50:49.716168,Mock Payment Data
PAY_CUST_0109,customer109@example.com,Customer 109,264.95,2,37.87,USD,2025-05-27 16:50:49.716174,2025-11-23 16:50:49.716176,Mock Payment Data
PAY_CUST_0110,customer110@example.com,Customer 110,31.48,5,28.28,USD,2025-10-15 16:50:49.716183,2025-11-24 16:50:49.716185,Mock Payment Data
PAY_CUST_0111,customer111@example.com,Customer 111,98.62,3,34.22,USD,2025-06-16 16:50:49.716191,2025-11-29 16:50:49.716194,Mock Payment Data
PAY_CUST_0112,customer112@example.com,Customer 112,280.82,1,25.95,USD,2025-06-24 16:50:49.716200,2025-12-04 16:50:49.716202,Mock Payment Data
PAY_CUST_0113,customer113@example.com,Customer 113,909.28,5,125.35,USD,2024-12-17 16:50:49.716208,2025-11-20 16:50:49.716211,Mock Payment Data
PAY_CUST_0114,customer114@example.com,Customer 114,243.92,2,18.02,USD,2025-08-12 16:50:49.716217,2025-11-22 16:50:49.716220,Mock Payment Data
PAY_CUST_0115,customer115@example.com,Customer 115,140.34,4,55.92,USD,2025-09-21 16:50:49.716226,2025-12-02 16:50:49.716229,Mock Payment Data
PAY_CUST_0116,customer116@example.com,Customer 116,81.61,1,50.98,USD,2025-10-22 16:50:49.716235,2025-11-25 16:50:49.716237,Mock Payment Data
PAY_CUST_0117,customer117@example.com,Customer 117,124.69,4,27.96,USD,2025-07-16 16:50:49.716243,2025-11-24 16:50:49.716246,Mock Payment Data
PAY_CUST_0118,customer118@example.com,Customer 118,606.89,3,75.02,USD,2025-01-08 16:50:49.716252,2025-12-02 16:50:49.716254,Mock Payment Data
PAY_CUST_0119,customer119@example.com,Customer 119,98.06,4,72.24,USD,2024-12-13 16:50:49.716260,2025-12-05 16:50:49.716263,Mock Payment Data
PAY_CUST_0120,customer120@example.com,Customer 120,418.72,5,32.0,USD,2025-05-10 16:50:49.716269,2025-11-14 16:50:49.716272,Mock Payment Data
PAY_CUST_0121,customer121@example.com,Customer 121,202.71,4,151.92,USD,2025-10-16 16:50:49.716278,2025-11-25 16:50:49.716281,Mock Payment Data
PAY_CUST_0122,customer122@example.com,Customer 122,617.3,5,78.67,USD,2025-09-21 16:50:49.716287,2025-11-20 16:50:49.716290,Mock Payment Data
PAY_CUST_0123,customer123@example.com,Customer 123,515.17,4,158.65,USD,2025-01-16 16:50:49.716296,2025-12-02 16:50:49.716298,Mock Payment Data
PAY_CUST_0124,customer124@example.com,Customer 124,14.27,7,52.12,USD,2025-09-21 16:50:49.716304,2025-12-05 16:50:49.716307,Mock Payment Data
PAY_CUST_0125,customer125@example.com,Customer 125,51.7,2,18.2,USD,2025-10-15 16:50:49.716313,2025-11-22 16:50:49.716315,Mock Payment Data
PAY_CUST_0126,customer126@example.com,Customer 126,252.71,4,13.79,USD,2025-04-03 16:50:49.716321,2025-11-19 16:50:49.716324,Mock Payment Data
PAY_CUST_0127,customer127@example.com,Customer 127,68.73,1,16.49,USD,2025-03-11 16:50:49.716330,2025-12-09 16:50:49.716332,Mock Payment Data
PAY_CUST_0128,customer128@example.com,Customer 128,110.53,5,143.55,USD,2025-10-08 16:50:49.716338,2025-12-07 16:50:49.716341,Mock Payment Data
PAY_CUST_0129,customer129@example.com,Customer 129,1206.33,4,874.52,USD,2025-05-14 16:50:49.716347,2025-11-29 16:50:49.716350,Mock Payment Data
PAY_CUST_0130,customer130@example.com,Customer 130,63.88,2,123.07,USD,2025-08-24 16:50:49.716356,2025-12-09 16:50:49.716359,Mock Payment Data
PAY_CUST_0131,customer131@example.com,Customer 131,2179.55,3,92.43,USD,2025-06-11 16:50:49.716365,2025-11-21 16:50:49.716367,Mock Payment Data
PAY_CUST_0132,customer132@example.com,Customer 132,12.26,4,73.39,USD,2025-03-18 16:50:49.716373,2025-11-12 16:50:49.716376,Mock Payment Data
PAY_CUST_0133,customer133@example.com,Customer 133,92.23,4,23.38,USD,2025-07-07 16:50:49.716382,2025-12-07 16:50:49.716384,Mock Payment Data
PAY_CUST_0134,customer134@example.com,Customer 134,18.83,4,56.17,USD,2025-06-05 16:50:49.716390,2025-11-29 16:50:49.716393,Mock Payment Data
PAY_CUST_0135,customer135@example.com,Customer 135,25.25,2,40.51,USD,2025-02-26 16:50:49.716399,2025-11-28 16:50:49.716401,Mock Payment Data
PAY_CUST_0136,customer136@example.com,Customer 136,718.1,1,104.57,USD,2025-07-24 16:50:49.716408,2025-11-23 16:50:49.716410,Mock Payment Data
PAY_CUST_0137,customer137@example.com,Customer 137,6.9,4,10.49,USD,2024-12-21 16:50:49.716416,2025-11-24 16:50:49.716419,Mock Payment Data
PAY_CUST_0138,customer138@example.com,Customer 138,160.06,5,25.19,USD,2025-02-08 16:50:49.716425,2025-12-05 16:50:49.716427,Mock Payment Data
PAY_CUST_0139,customer139@example.com,Customer 139,91.68,3,46.9,USD,2025-07-14 16:50:49.716433,2025-12-08 16:50:49.716436,Mock Payment Data
PAY_CUST_0140,customer140@example.com,Customer 140,3.51,3,47.2,USD,2025-04-19 16:50:49.716442,2025-11-10 16:50:49.716444,Mock Payment Data
PAY_CUST_0141,customer141@example.com,Customer 141,345.68,4,199.07,USD,2024-12-10 16:50:49.716450,2025-11-12 16:50:49.716453,Mock Payment Data
PAY_CUST_0142,customer142@example.com,Customer 142,106.23,4,33.09,USD,2025-05-16 16:50:49.716459,2025-11-25 16:50:49.716462,Mock Payment Data
PAY_CUST_0143,customer143@example.com,Customer 143,246.34,2,332.78,USD,2025-10-25 16:50:49.716468,2025-12-06 16:50:49.716470,Mock Payment Data
PAY_CUST_0144,customer144@example.com,Customer 144,914.44,4,73.27,USD,2025-04-13 16:50:49.716476,2025-12-07 16:50:49.716479,Mock Payment Data
PAY_CUST_0145,customer145@example.com,Customer 145,48.51,4,14.85,USD,2025-05-07 16:50:49.716485,2025-11-25 16:50:49.716487,Mock Payment Data
PAY_CUST_0146,customer146@example.com,Customer 146,520.62,2,30.62,USD,2025-08-27 16:50:49.716493,2025-11-14 16:50:49.716496,Mock Payment Data
PAY_CUST_0147,customer147@example.com,Customer 147,54.13,4,31.19,USD,2025-01-03 16:50:49.716502,2025-11-15 16:50:49.716504,Mock Payment Data
PAY_CUST_0148,customer148@example.com,Customer 148,825.65,3,69.33,USD,2025-09-06 16:50:49.716510,2025-11-29 16:50:49.716513,Mock Payment Data
PAY_CUST_0149,customer149@example.com,Customer 149,47.53,5,356.66,USD,2025-09-08 16:50:49.716519,2025-11-14 16:50:49.716522,Mock Payment Data
PAY_CUST_0150,customer150@example.com,Customer 150,559.26,6,771.27,USD,2025-02-18 16:50:49.716528,2025-12-07 16:50:49.716531,Mock Payment Data
PAY_CUST_0151,customer151@example.com,Customer 151,136.62,5,12.8,USD,2025-01-20 16:50:49.716537,2025-11-16 16:50:49.716539,Mock Payment Data
PAY_CUST_0152,customer152@example.com,Customer 152,40.22,2,22.26,USD,2025-01-14 16:50:49.716545,2025-11-27 16:50:49.716548,Mock Payment Data
PAY_CUST_0153,customer153@example.com,Customer 153,182.01,4,77.82,USD,2025-03-06 16:50:49.716554,2025-11-24 16:50:49.716557,Mock Payment Data
PAY_CUST_0154,customer154@example.com,Customer 154,192.28,3,87.67,USD,2025-01-02 16:50:49.716563,2025-11-29 16:50:49.716565,Mock Payment Data
PAY_CUST_0155,customer155@example.com,Customer 155,700.9,3,39.37,USD,2025-01-05 16:50:49.716572,2025-11-23 16:50:49.716574,Mock Payment Data
PAY_CUST_0156,customer156@example.com,Customer 156,80.2,5,54.57,USD,2025-04-12 16:50:49.716580,2025-11-10 16:50:49.716583,Mock Payment Data
PAY_CUST_0157,customer157@example.com,Customer 157,242.41,3,120.46,USD,2025-06-17 16:50:49.716589,2025-11-22 16:50:49.716592,Mock Payment Data
PAY_CUST_0158,customer158@example.com,Customer 158,107.27,3,436.49,USD,2025-09-11 16:50:49.716598,2025-12-04 16:50:49.716600,Mock Payment Data
PAY_CUST_0159,customer159@example.com,Customer 159,1016.49,4,36.37,USD,2025-01-15 16:50:49.716606,2025-11-29 16:50:49.716609,Mock Payment Data
PAY_CUST_0160,customer160@example.com,Customer 160,961.46,4,37.42,USD,2025-06-02 16:50:49.716615,2025-12-02 16:50:49.716618,Mock Payment Data
PAY_CUST_0161,customer161@example.com,Customer 161,40.02,11,33.45,USD,2025-06-26 16:50:49.716624,2025-11-29 16:50:49.716626,Mock Payment Data
PAY_CUST_0162,customer162@example.com,Customer 162,160.18,1,47.3,USD,2025-07-10 16:50:49.716632,2025-11-16 16:50:49.716635,Mock Payment Data
PAY_CUST_0163,customer163@example.com,Customer 163,148.96,4,47.05,USD,2025-03-30 16:50:49.716641,2025-11-25 16:50:49.716643,Mock Payment Data
PAY_CUST_0164,customer164@example.com,Customer 164,40.3,4,34.98,USD,2025-04-19 16:50:49.716649,2025-11-21 16:50:49.716652,Mock Payment Data
PAY_CUST_0165,customer165@example.com,Customer 165,1477.1,2,32.05,USD,2025-10-01 16:50:49.716658,2025-11-29 16:50:49.716660,Mock Payment Data
PAY_CUST_0166,customer166@example.com,Customer 166,158.13,5,42.6,USD,2025-04-22 16:50:49.716667,2025-11-11 16:50:49.716669,Mock Payment Data
PAY_CUST_0167,customer167@example.com,Customer 167,116.84,1,66.13,USD,2025-01-18 16:50:49.716675,2025-11-30 16:50:49.716678,Mock Payment Data
PAY_CUST_0168,customer168@example.com,Customer 168,883.14,3,513.33,USD,2025-09-11 16:50:49.716684,2025-11-22 16:50:49.716686,Mock Payment Data
PAY_CUST_0169,customer169@example.com,Customer 169,1020.13,1,816.65,USD,2025-01-19 16:50:49.716692,2025-11-24 16:50:49.716695,Mock Payment Data
PAY_CUST_0170,customer170@example.com,Customer 170,193.34,5,52.77,USD,2025-03-07 16:50:49.716701,2025-11-27 16:50:49.716704,Mock Payment Data
PAY_CUST_0171,customer171@example.com,Customer 171,3046.2,3,23.79,USD,2025-10-08 16:50:49.716710,2025-12-05 16:50:49.716713,Mock Payment Data
PAY_CUST_0172,customer172@example.com,Customer 172,1597.35,2,12.55,USD,2025-04-10 16:50:49.716719,2025-11-19 16:50:49.716722,Mock Payment Data
PAY_CUST_0173,customer173@example.com,Customer 173,769.38,5,10.07,USD,2025-06-02 16:50:49.716728,2025-11-24 16:50:49.716730,Mock Payment Data
PAY_CUST_0174,customer174@example.com,Customer 174,133.85,5,18.76,USD,2024-12-10 16:50:49.716737,2025-11-26 16:50:49.716740,Mock Payment Data
PAY_CUST_0175,customer175@example.com,Customer 175,287.44,4,139.25,USD,2025-01-12 16:50:49.716746,2025-12-09 16:50:49.716748,Mock Payment Data
